mes,maxC,minC,rocioC,hum_rel,velo_vien_kph,vien_grad_sex,nubosidad_por,visibility,radiac_solar_watios_m2,energ_solar_MJ_m2,uvindex,clase_hoy,clase_manana
4,28.1,19.1,18.3,77.1,22.1,190.4,65.7,9.4,267.3,23.1,9,parcialmente_nublado,parcialmente_nublado
12,24.1,19.9,18.2,80.5,29,169.3,61.7,9.9,238.8,20.7,9,lluvioso,lluvioso
11,24.7,19.1,16.1,72.4,25.9,172.7,78,10.6,336.2,29,10,parcialmente_nublado,nublado
4.260802,23.782248,16.163675,15.776635,80.859828,22.893599,185.400443,34.30078,8.846592,272.268234,23.259665,9.594018,parcialmente_nublado,despejado
9.366468,22.057372,16.165712,15.449335,81.061051,27.224585,168.80906,74.779426,8.931382,219.225224,18.9,9,parcialmente_nublado,lluvioso
10,21.6,16.7,14,76.4,20.7,178.9,87.1,9.9,151.6,13.2,8,lluvioso,lluvioso
7,18.1,14.6,13.1,81.7,20.3,198.1,91.3,7.6,220.4,19.1,8,nublado,nublado
11,21.1,17.1,14.3,76.4,22,173.5,85.5,9.8,159.7,13.9,6,parcialmente_nublado,nublado
9,20,16,14.4,81.8,18.4,174.2,100,10.4,311.9,26.8,10,nublado,nublado
5,20,15,14.6,84.6,13,212.3,75.9,6.8,240.6,21,8,parcialmente_nublado,parcialmente_nublado
7.594247,19.087962,14.874244,13.381229,84.057542,16.004687,181.279848,91.66489,7.999983,252.635541,21.9,9,nublado,nublado
4,24.386244,18.960291,17.861201,80.315866,22.263259,190.635375,48.256523,9.768755,245.664205,21.68765,8.109648,parcialmente_nublado,despejado
9.896159,20.692833,17.792752,15.278033,84.495123,22.3,176.301341,89.643461,7.972801,282.124084,24.407732,9.487686,lluvioso,lluvioso
2.924474,26.622833,21.488138,18.923236,76.421667,28.305102,178.395648,62.992869,9.904411,328.864053,28.869659,10,parcialmente_nublado,despejado
1.356539,26.716931,23.252683,19.779464,72.118183,31.428271,162.410006,77.574476,10,255.851359,22.128464,9,parcialmente_nublado,lluvioso
3.949292,27.950777,19.123822,18.587144,81.30121,30.890584,178.604402,11.593693,9.421389,309.303364,25.674058,10,parcialmente_nublado,despejado
5,24,20,17.9,79.5,24.1,160.6,84.2,10,215.9,18.7,8,parcialmente_nublado,nublado
9.689019,17.308889,14.393832,12.082065,80.423867,22.231616,173.760301,99.846325,9.4418,304.289824,26.361724,10,nublado,nublado
8.865432,25.118655,20.40604,18.669102,80.439184,20.268932,191.42727,70.622791,8.266445,331.532698,26.038545,10,parcialmente_nublado,despejado
4.184382,23.572132,15.583136,15.015072,79.942386,19.075875,180.945045,47.040142,9.603689,239.397457,19.93764,8.109684,parcialmente_nublado,despejado
4,25.844772,19.672617,17.583092,77.116411,24.668882,174.009742,48.103169,9.776906,230.222775,19.227407,8.346589,parcialmente_nublado,despejado
4.542941,23.278475,15.387829,15.986816,78.302668,25.797326,164.626456,28.426094,9.890844,251.969361,21.186706,8.613423,parcialmente_nublado,despejado
12,23.6,18.1,16.3,78.3,27.5,170.1,80,9.8,178.3,15.3,8,lluvioso,lluvioso
1,24.2,19.9,18.4,83,14.8,201.3,71.9,10,210.6,18.2,7,parcialmente_nublado,parcialmente_nublado
8,19.1,15.1,13.9,86,18.4,183.5,92.5,7.6,263.9,23,9,nublado,parcialmente_nublado
2,27,20,19.8,82.8,13,179.8,84.3,9.8,153.4,13,5,parcialmente_nublado,parcialmente_nublado
4,24,17,15.9,79.9,18.4,184.3,32.5,8.8,288,25,10,parcialmente_nublado,despejado
4,25.546867,18.276429,16.941574,75.689288,22.752209,168.158468,17.518036,10,253.014487,22.210702,9,parcialmente_nublado,despejado
4.227357,21.545926,17.822587,16.423635,84.024693,16.83214,186.27746,51.533667,8.932459,244.623451,21.405248,9,parcialmente_nublado,despejado
10,23,18,16.2,80.9,29.5,167.9,88.3,10,317.8,27.5,10,parcialmente_nublado,nublado
10,24.1,18.8,16.1,76.8,22.3,173.5,86.6,10,328.5,28.3,10,parcialmente_nublado,nublado
5,24.1,19.1,18.5,83.3,20.5,168.9,64.3,9.9,236,20.2,8,parcialmente_nublado,parcialmente_nublado
9,18.1,15.6,14.2,84.6,22.3,177.6,96.7,9.5,62.3,5.5,2,nublado,parcialmente_nublado
10,20.215154,15.454236,13.906465,80.330733,21.035748,183.28139,91.738142,9.5987,291.453806,25.654862,10,nublado,nublado
12,24,19,17.3,79.1,22.3,171.6,51.5,10,340.7,29.3,10,parcialmente_nublado,parcialmente_nublado
2,25.2,22.1,20.7,83.2,24.1,170.1,65.9,8.9,321.1,27.7,10,lluvioso,parcialmente_nublado
3,26,20.7,19.8,84.3,22.3,173.3,76.1,9.6,253.6,22,9,lluvioso,lluvioso
4,26.1,21.1,18.8,79,25.5,164.6,77.8,10,239.9,20.7,8,parcialmente_nublado,lluvioso
11,23,18,15.9,79,20.5,169.3,87.1,10,344.2,29.5,10,parcialmente_nublado,nublado
4,24.1,17,17,85.3,14.8,202.5,72.7,8.7,202.1,17.7,7,parcialmente_nublado,parcialmente_nublado
4,24.282905,20.049692,18.930477,77.787772,28.962848,166.578041,47.650195,9.128858,273.908571,21.899822,9.097557,parcialmente_nublado,despejado
2.223433,27.032522,20.54566,20.055833,80.062578,25.343295,167.823987,34.913864,9.723152,340.998984,27.082739,10,parcialmente_nublado,despejado
7.386177,20.120842,18.412707,13.643615,77.959226,21.787261,173.338415,81.082718,9.489102,252.027552,21.756217,9,parcialmente_nublado,nublado
11,21.922668,17.607544,16.023594,82.600587,22.552937,170.783473,84.402162,9.641915,115.765223,10.176818,5,lluvioso,lluvioso
12,24,18,16.4,80.7,14.8,184.5,75.8,9.9,285.4,24.6,10,parcialmente_nublado,parcialmente_nublado
4,27.1,21.7,18.4,72.3,33.5,162.7,49,10,262,22.8,9,lluvioso,lluvioso
10,20,16,14.4,80.8,14.8,184.8,77.9,9.6,344.4,29.7,10,parcialmente_nublado,parcialmente_nublado
11,20,16,14.8,84.4,20.5,188.5,89.5,9.1,321.3,27.8,10,parcialmente_nublado,parcialmente_nublado
5.637395,25.687979,18.187404,16.496066,79.252355,16.257801,198.511184,77.447493,9.396255,224.536858,18.86161,8,parcialmente_nublado,despejado
10.796209,25.171816,20.859261,18.748084,77.315272,27.562097,174.645323,61.528854,9.82257,349.797912,30.4,10,parcialmente_nublado,despejado
9,18.319412,14.991359,13.380202,82.853974,16.480061,222.534161,95.816736,9.652697,287.146667,25.398487,10,nublado,nublado
4,24.396415,18.675156,16.230133,76.450024,21.48615,166.592393,27.120901,9.724496,281.960042,23.519396,9.697697,parcialmente_nublado,despejado
2.88534,27.623873,20.313671,19.974986,83.419197,16.3,194.77626,75.106212,8.829879,287.860195,25.098043,10,lluvioso,lluvioso
3,26.1,22.1,19.8,77.8,24.1,169.1,48.8,9.9,302.4,26,10,parcialmente_nublado,parcialmente_nublado
4,25,18.9,18.2,84.8,16.6,188.5,78.7,8,269,23.2,9,parcialmente_nublado,parcialmente_nublado
10,19.2,17.6,14.9,79.9,39.6,181.6,95.4,9.1,303.3,26.3,10,lluvioso,lluvioso
5.976309,19.391931,16.1,14.115481,83.52785,16.947503,181.074532,100,9.608837,226.630981,19.77798,8,nublado,nublado
4,24.1,20.1,19.3,83.9,25.4,170.6,82.4,8.7,245.3,21.2,9,parcialmente_nublado,lluvioso
4,24.752043,19.273254,19.018472,85.13957,30.026557,164.449663,30.592732,9.30807,267.0633,23.148293,9.773785,parcialmente_nublado,despejado
9,18.1,14.1,12.7,81.9,27.2,172,75,9.3,270.3,23.3,9,parcialmente_nublado,lluvioso
4,20.1,16.1,15.4,86.2,29.5,171.3,88.3,6.4,259.6,22.3,9,parcialmente_nublado,parcialmente_nublado
8,20.6,15.6,13,76.2,27.7,169.3,89.5,10,253.7,22.1,9,lluvioso,lluvioso
4.344729,22.932875,17.821451,15.620809,83.098681,22.031108,195.375856,44.74073,9.043021,253.730348,21.991305,9,parcialmente_nublado,despejado
4,26.2,20.1,19.2,80.9,20.5,179.5,60,10,245,21,9,parcialmente_nublado,parcialmente_nublado
10,19.1,15.9,14.5,81.9,20.5,227.8,88.3,9.8,127.8,11,5,lluvioso,nublado
12,24.1,18.1,17.7,82.2,18.4,184,64.5,9.9,186.5,16,10,parcialmente_nublado,parcialmente_nublado
8,18.1,15.7,12.9,78.9,23.9,169.9,100,9.8,55.2,4.8,2,nublado,nublado
10.387774,25.058522,20.830963,17.205552,79.006082,24.728855,182.329514,62.74602,9.597286,347.329975,28.721542,10,parcialmente_nublado,despejado
1,24.1,19.1,17,77.5,18.4,195.9,58,10,336.6,29,10,parcialmente_nublado,parcialmente_nublado
1.468582,27.036192,20.398595,19.006779,81.147421,27.061147,172.579742,27.581177,9.512924,316.323463,28.382671,10,parcialmente_nublado,despejado
10,20.63435,17.362123,14.134705,85.488496,13.869856,218.194457,99.5,8.734229,336.865632,29.141139,10,nublado,nublado
9.69359,20.924983,16.483117,15.437346,84.710911,21.13092,171.583966,100,9.292323,311.788791,26.865165,10,nublado,nublado
7,18.1,16.1,14.2,85,22,174.8,100,8.4,55.3,4.6,2,nublado,nublado
5,21.1,17.1,16.1,84.5,13,217.4,89.6,8.5,223.3,19.2,8,lluvioso,nublado
8,19.1,15.1,13.6,84.7,20.1,169.7,94.2,7.3,116.8,10,7,lluvioso,nublado
1,27.4,19.1,18.4,75.9,20.5,181.9,72.8,9.2,265.2,22.8,9,lluvioso,lluvioso
9,18.1,14.9,13.4,83.6,18.4,179.3,98.8,9,293.1,25.3,10,nublado,nublado
1,26.187079,21.328884,18.828644,76.996871,21.595412,178.423727,44.222594,9.834945,347.854028,29.53938,10,parcialmente_nublado,despejado
8,19,15.2,14.2,84.3,11.2,208.5,99.1,7.6,262.5,22.6,9,nublado,nublado
5,22,19,17.5,81.8,25.9,171.3,98.8,9.5,254.4,21.9,9,nublado,parcialmente_nublado
3,28.1,21.9,19.8,77.4,25.5,167.9,85.3,10,216.3,18.7,8,lluvioso,parcialmente_nublado
11,20.1,16.1,13.9,80.2,22.3,192.1,98.8,10,291.7,25.2,9,lluvioso,lluvioso
11,22.1,16.7,14.7,77.6,25.9,170.1,65.9,10,304.9,26.3,10,parcialmente_nublado,parcialmente_nublado
1.386583,24.440894,22.048829,17.393759,77.860739,19.263671,184.218476,85.025918,9.635178,308.227169,26.413801,10,parcialmente_nublado,despejado
4,23.1,19.1,17.3,79.7,23.9,175.8,61.5,9.6,244.8,21.1,8,parcialmente_nublado,lluvioso
4.218475,24.772219,18.459409,17.4,78.762495,22.781481,173.813905,28.534079,9.895583,220.094486,19.170066,8,parcialmente_nublado,despejado
11,24.1,19.7,18.1,83.5,29,167.4,92.5,10,264.1,22.6,10,lluvioso,lluvioso
4,23,17,16.8,84.3,14.8,226.8,37.6,7,271.3,23.5,9,parcialmente_nublado,parcialmente_nublado
8,19.1,15.1,12.3,77,24.1,166.9,68.1,9,252.2,21.9,9,parcialmente_nublado,nublado
4.210283,23.937033,17.667404,16.212252,77.769684,24.112578,188.976001,45.257831,9.694812,250.929886,21.808267,9,parcialmente_nublado,despejado
10,20,15,14,82.1,22.3,166.7,54.8,9.9,325.1,28.3,10,parcialmente_nublado,parcialmente_nublado
4,24.06277,17.46,16.128774,82.553204,23.780989,179.736341,38.825823,8.713395,281.233506,24.255635,10,parcialmente_nublado,despejado
11,22.9,17.1,13.9,72.6,20.7,173.5,62.8,10,205.8,17.8,9,parcialmente_nublado,parcialmente_nublado
2.049572,26.38792,18.970674,18.312097,81.359563,27.793619,174.981698,63.139074,8.685066,230.038857,19.809368,8.62033,lluvioso,lluvioso
6,23.2,19,17.1,81.3,14.8,190,83.2,7.3,235.5,20.1,8,parcialmente_nublado,parcialmente_nublado
4.265172,22.704093,16.213121,12.783996,75.440598,25.686279,165.127233,26.053244,9.938417,248.796579,21.468923,8.97661,parcialmente_nublado,despejado
4.160088,18.721943,17.554176,14.516466,85.609683,14.669612,204.389661,78.700547,7.903911,245.756802,21.569767,8.820608,parcialmente_nublado,despejado
6.871429,20.785784,18.804886,15.348554,78.903051,20.625777,166.555605,100,8.620169,236.392119,20.411111,8,nublado,nublado
3,30,23,20.7,74.2,22.3,183.6,79.9,10,235.2,20.4,8,lluvioso,lluvioso
4.13027,25.55505,20.46757,17.778914,73.702376,22.3,173.42347,65.82605,9.922332,230.773697,19.864789,8,parcialmente_nublado,lluvioso
8,18.2,16.1,13.6,80.9,18.1,187.4,100,9.1,74.6,6.3,3,nublado,nublado
2.485988,28.350236,22.978659,20.936427,76.766107,22.887722,172.248838,66.096737,10,268.42107,23.347973,9.575773,parcialmente_nublado,lluvioso
2,30,21.9,18.2,67.7,18.4,178.5,72.4,10.2,257.2,22.1,8,parcialmente_nublado,parcialmente_nublado
8.496263,18.724698,16.000837,14.300181,81.677392,20.5,171.38156,100,9.450567,258.410495,22.328971,9,nublado,lluvioso
9,17.1,14,12.2,81.2,14.8,200.2,86.2,9.8,296.5,25.5,10,parcialmente_nublado,parcialmente_nublado
1.798766,27.060243,20.688268,18.915145,81.932471,29.365502,174.734563,16.307505,9.756365,316.717593,28.064318,10,parcialmente_nublado,despejado
4,23.673306,20.05625,17.842382,83.373124,19.2534,179.867592,47.323511,9.03551,249.226199,21.701949,9,parcialmente_nublado,despejado
8,19.1,15.9,15,86.7,16.6,182.4,100,8.9,249.6,21.5,9,nublado,parcialmente_nublado
4,24.247471,17.257763,15.905477,77.523738,22.305611,174.920473,23.074662,9.928034,286.595877,23.575649,9.134145,parcialmente_nublado,despejado
8,18.843683,16,13.260168,78.314135,16.976456,176.380623,100,10.439136,263.920889,22.528274,9,nublado,nublado
5,22,18.9,16.3,79.4,20.5,235.6,90.6,10.2,230.3,20,8,nublado,nublado
10,18.2,15.7,13.7,82.8,16.6,207.6,100,7.9,283.7,24.6,10,nublado,nublado
3.365867,25.382915,18.679465,17.164918,81.030267,29.895368,180.480103,36.08085,9.258409,288.665678,26.09453,10,parcialmente_nublado,despejado
3,24.1,19.7,17.1,77.3,14.8,204,63,10,248.6,21.5,9,lluvioso,lluvioso
12,24.1,18.9,17.5,82.5,33,168.3,72.9,10,259.5,22.6,10,parcialmente_nublado,lluvioso
4,23,18.9,17.6,85.2,11.2,223.6,69,6,236.6,20.5,9,parcialmente_nublado,parcialmente_nublado
9.040167,21.1,16.130042,13.715388,76.27218,21.032371,214.955122,75.123238,9.734024,163.322312,14.028716,7,nublado,nublado
6,22,19,16.6,81.4,22.3,165.4,93.9,9.9,231.7,20,8,nublado,nublado
11,22,18.8,15.8,77.2,25.9,161.2,98.7,10,290.3,25,10,nublado,nublado
8,24.1,19.9,16.1,72,18.4,177.7,66.4,9.9,261.8,22.7,9,parcialmente_nublado,lluvioso
1.086415,27.86777,19.977009,19.251672,82.368113,21.911681,175.461794,56.785495,9.944035,244.744841,21.2,8.935042,lluvioso,lluvioso
4.085324,22.274535,16.551175,17.112016,83.804917,17.546354,208.878325,45.880805,9.458343,252.994641,22.197561,9,parcialmente_nublado,despejado
2.342788,29.596728,22.620623,21.79687,77.915732,14.889305,197.227451,79.086669,9.526605,229.88358,19.448302,8.833544,lluvioso,lluvioso
11,23.1,18.1,16,79.4,27.7,171.4,87.1,10,155.9,13.5,7,lluvioso,lluvioso
9,18,15,14,86.7,14.8,215,100,8.5,307.5,26.6,10,nublado,nublado
3.352258,26.290033,19.142649,19.523655,83.304378,19.997138,195.516354,52.300635,8.080332,303.750863,25.845245,10,parcialmente_nublado,despejado
6,20.1,17.9,14.9,79.3,16.6,211.7,100,10,53.5,4.5,2,lluvioso,nublado
2,25.1,20.1,19.3,82.9,27.3,168.2,66.9,9.4,232,19.9,9,parcialmente_nublado,lluvioso
6,19.1,16.4,15.4,88.2,18.4,174.8,100,7.6,210,18.2,8,lluvioso,nublado
9.011255,20.396788,15.97273,14.050511,81.089314,22.014581,179.157577,94.659824,9.843443,110.735647,9.5,5.749347,lluvioso,lluvioso
7,23.1,20.1,15.6,71.8,24.1,170.7,88.8,10,252,21.9,9,parcialmente_nublado,nublado
11,22,18.8,15.6,76.5,34.3,161,88.2,10,346.1,29.8,10,parcialmente_nublado,nublado
2,28.2,22.1,21.1,79.8,22.3,182.9,74.1,9.9,265.4,23,9,lluvioso,parcialmente_nublado
3.970367,27.291846,19.500001,18.619998,82.203149,20.698281,177.453256,13.26152,9.054094,307.262414,26.217915,10,parcialmente_nublado,despejado
11,21.2,16.6,14.1,75.2,20.1,207.8,85.2,9.9,255.8,22.2,9,lluvioso,parcialmente_nublado
8,18.2,15,14.1,85.7,18.4,168.9,100,9.9,270.7,23.4,9,nublado,nublado
4,24.765011,20.010467,17.191534,76.547717,26.976889,160.737593,55.343364,9.790231,248.682978,21.999423,9,parcialmente_nublado,despejado
7,17.1,14.9,12.1,78.9,22.3,171.5,97.7,8.1,249.1,21.6,9,nublado,nublado
6.249546,19.621664,17.982216,14.17566,77.416104,22.080763,163.018094,99.992555,9.972164,226.695247,19.639738,8,nublado,nublado
2,28,20.9,20.4,80.2,24.1,171.2,58.1,10,340.6,29.4,10,parcialmente_nublado,parcialmente_nublado
7,18.491251,16.084098,14.314106,83.708801,16.414085,187.547566,98.712038,9.342861,187.754414,16.283954,7,lluvioso,lluvioso
4,25.4,19.4,17.4,74.1,12.9,233.1,74.7,9.9,259.3,22.2,9,lluvioso,parcialmente_nublado
8,19,15,14.3,85.9,22.3,185.2,99.5,8.1,268.4,23.2,9,nublado,nublado
12,21.2,18.1,16.1,79.6,25.5,168,72.5,9.8,161.8,14.1,8,lluvioso,parcialmente_nublado
5.651595,22.235331,15.923531,13.431815,82.491664,19.233809,171.745385,58.360335,9.52742,237.320071,20.910174,8.729993,parcialmente_nublado,despejado
6,24,19.9,17.3,77.2,25.9,164.6,80.6,9.7,229.8,19.9,8,parcialmente_nublado,nublado
9,20.1,16,14.6,81.7,20.5,174.9,100,9.3,315.2,27.3,10,nublado,nublado
8,22.1,19.1,16.2,77.1,27.7,162,77.3,9.2,274.1,23.7,9,parcialmente_nublado,parcialmente_nublado
7,18.1,15.9,13.6,81.4,22.3,160,100,9.5,37.9,3.2,2,nublado,nublado
7,18.1,16.1,13.7,82,20.1,177.8,100,8,50,4.3,2,nublado,nublado
4,23,18,17,81.8,24.1,174.7,61.3,9.6,254.1,21.9,9,parcialmente_nublado,parcialmente_nublado
12,25.1,19.9,18.2,81.1,33.5,161.4,86.4,9.1,221.1,19.2,8,lluvioso,lluvioso
4,21.2,16.1,14.9,79.6,27.7,174.6,44.2,9.8,265.3,22.9,9,parcialmente_nublado,parcialmente_nublado
9,19,15.7,14.1,82.7,14.8,177.3,100,9.6,289.6,25.2,10,nublado,nublado
3,25.1,20.1,19.3,83.7,14.8,208.6,81.1,9,204.7,17.8,9,lluvioso,lluvioso
6,20.493397,18.971069,16.645877,86.822015,23.948834,160.131445,99.895726,9.690083,235.777384,20.164989,8,nublado,nublado
3,23.1,18.1,16.3,79.2,18,178.9,54.9,10,305.4,26.4,10,lluvioso,lluvioso
5.307613,24.334984,18.934689,18.149119,76.902247,25.718668,170.507493,52.147811,9.946689,233.294259,19.61252,8,parcialmente_nublado,despejado
9,19.1,16.1,14.9,85.2,18.4,174.9,100,9.2,262.6,22.6,9,nublado,lluvioso
1.910534,25.101854,19.030162,18.403396,80.984996,17.28104,232.46276,66.649066,9.105736,275.765991,23.762909,9,lluvioso,lluvioso
10,20.1,17.1,15.2,82.6,18.4,182.8,99.6,10,86.5,7.5,3,lluvioso,lluvioso
7,19.152339,16.877421,14.473392,80.566732,20.276633,170.047087,99.828938,9.985169,245.790051,21.01291,8.928026,nublado,nublado
7.147828,19.686115,16.533539,14.201094,81.087406,20.5,180.912185,99.161348,9.346496,227.136787,19.87104,8,nublado,lluvioso
8,19.089621,15.68414,13.450878,83.162319,20.306336,172.727882,82.084008,6.457364,261.842021,22.6,9,parcialmente_nublado,nublado
6,18.4,15.4,13.8,82,16.3,192.3,97.5,7.7,202.7,17.7,7,nublado,nublado
2,27,22,20.8,82,16.6,179.3,78.2,10,319.7,27.6,10,parcialmente_nublado,parcialmente_nublado
11,20,18,15.7,83.5,16.6,184.6,99.5,10,340.7,29.3,10,nublado,nublado
5.068798,25.816494,21.388611,18.728868,74.692822,25.316392,183.36517,70.839396,10,343.61566,30.316887,10,parcialmente_nublado,despejado
7,18.1,15.1,14.2,87.5,27.3,162,99.6,9.1,201.7,17.4,7,nublado,nublado
4.118007,23.006021,16.18732,15.833054,82.366643,18.783989,186.50314,41.211299,9.248881,282.619835,22.566293,9.484349,parcialmente_nublado,despejado
11,20.685124,17.83425,15.804596,82.172147,20.998125,173.742795,97.60485,9.932795,305.674296,26.217268,10,nublado,lluvioso
7,18.1,14.7,13,82.9,16.3,189.6,100,9.3,222.8,19.3,8,nublado,nublado
2,28.4,23.1,20.6,76.6,27.7,170,80.3,10,251,21.6,8,lluvioso,lluvioso
9,18,15,14,86.4,13,208.8,100,9.5,305.5,26.4,10,nublado,nublado
12,23,18,17.3,81.8,22.3,175.5,53,10.2,284.9,24.5,10,parcialmente_nublado,parcialmente_nublado
10,22.1,17.1,15.1,80,22.3,173.7,85.8,10,307.8,26.5,10,parcialmente_nublado,parcialmente_nublado
12,24,19,17.1,79.3,20.5,172.1,68.3,10.5,336,28.9,10,parcialmente_nublado,parcialmente_nublado
12,25.1,20.9,17.6,75.1,29.5,165.4,71.6,10,274.9,23.7,10,parcialmente_nublado,parcialmente_nublado
3,27.1,19.9,18.1,76.5,20.5,187.3,79.5,10,237.7,20.5,8,lluvioso,lluvioso
12,23.1,18.1,17.2,81.9,16.6,193.2,76.3,9.9,250.3,21.5,9,lluvioso,parcialmente_nublado
5,23.7,17.1,17.5,86.7,16.6,176.4,69.3,8.3,160.7,13.9,5,lluvioso,lluvioso
10,20,15.9,14.9,86.5,18.4,187.3,100,9.2,327.4,28.3,10,nublado,nublado
4.345085,23.653276,16.423102,15.534628,81.261073,18.926242,187.819059,32.563112,9.286885,279.477649,23.915246,9.186484,parcialmente_nublado,despejado
4,25.082137,19.668067,17.456846,76.80634,26.635612,164.452609,22.889886,9.800469,267.509652,23.829284,9.169477,parcialmente_nublado,despejado
7,17,15.9,13.4,83.6,16.6,173,97,8.4,233.1,20.3,8,nublado,nublado
7,20,17,14.7,80.5,20.5,174.2,100,10.5,242.6,21.1,8,nublado,nublado
2,29.1,22.7,20.9,78.3,23.7,174.1,70,9.9,269.7,23.3,9,parcialmente_nublado,parcialmente_nublado
11,23.2,18.9,16.9,78.5,25.9,168.3,61.7,10,329.4,28.5,10,lluvioso,parcialmente_nublado
5.270024,23.504455,14.527394,16.570838,78.50239,22.330042,167.261422,22.240756,9.820491,244.414952,21.4142,8.851896,parcialmente_nublado,despejado
4,27.854545,18.311975,17.576583,79.335361,17.103452,182.188577,28.45848,8.403575,293.137948,25.518866,10,parcialmente_nublado,despejado
10,22.2,18,16.4,80.6,27.7,175.5,97.7,9.9,322.9,27.8,10,nublado,nublado
7,17.2,15.1,13.9,85.4,14.8,189.7,92.1,9,51.3,4.6,2,nublado,nublado
4.065095,23.726329,19.338855,16.777221,77.114177,24.692185,181.056769,45.283802,9.597058,248.101023,21.674195,9,parcialmente_nublado,despejado
7,18.1,14.9,13,81,18.4,171.1,91.3,7.9,226.4,19.6,8,nublado,nublado
2.936686,26.001637,17.468376,15.924392,78.959317,19.730509,184.214313,17.949025,9.028825,324.101427,29.933602,10,parcialmente_nublado,despejado
12,23.7,17.9,17.1,80.4,24.1,171.3,74,10,244.8,21,10,parcialmente_nublado,parcialmente_nublado
6,21.1,18.1,16,81.5,16.6,183.7,100,10,201.7,17.3,7,nublado,nublado
12,24.9,19.5,18,82.5,43.2,172.9,90.9,10.4,153.1,13.2,5,nublado,parcialmente_nublado
4,24.51706,19.716268,19.090252,81.921623,17.09059,171.480285,67.450384,7.747398,279.781328,24.647531,10,parcialmente_nublado,despejado
4.528196,24.086575,19.029313,18.019652,80.544546,26.476812,185.109839,58.221214,9.95819,212.802244,19.70204,8,parcialmente_nublado,despejado
2,28.1,23.1,20.9,78.6,29,166.5,68.6,10,253.3,21.8,9,parcialmente_nublado,lluvioso
5.384656,20.94373,17.378735,18.156579,82.327469,26.491049,174.778435,58.135904,9.627388,241.9779,20.54046,8.343112,parcialmente_nublado,despejado
4.078503,22.558103,17.259448,16.695958,78.263477,22.580273,185.856972,45.703488,9.939855,225.993906,21.074753,8.529886,parcialmente_nublado,despejado
8,18.7,16.1,13.7,82.2,16.6,170.9,88.5,9.4,253.3,21.8,8,parcialmente_nublado,nublado
9,21.1,15.1,14.1,81.9,18.4,181.2,87.3,8.9,262.6,22.7,9,lluvioso,lluvioso
3,28,21,19.5,76.2,18.4,177.7,76.7,6.5,198.1,17,7,parcialmente_nublado,parcialmente_nublado
8,16,15,13.5,88.5,16.6,170.8,99.5,8.5,221.9,19.2,8,nublado,nublado
4,27.1,22.1,20.1,81.4,18.4,190.2,57.1,10,193.1,16.5,8,lluvioso,lluvioso
4,24.9,19,18.2,84.9,14.8,192.5,72,7.8,249.8,21.5,9,parcialmente_nublado,parcialmente_nublado
10,21.1,17.1,15.3,79.8,25.9,165.4,93.8,10,297.1,25.6,10,nublado,parcialmente_nublado
7,16.1,14.1,12.4,83.6,16.6,190.9,98.5,9.5,219.1,19,8,nublado,nublado
7,18,16,14.571649,84.088534,16.6,176.036786,100,9.399712,245.437331,21.2,8.358343,nublado,nublado
5,20.2,17.1,16.3,86.9,13,225.2,99.6,6.8,225.5,19.6,8,nublado,nublado
7,18.1,15.8,13.9,84.2,20.5,170.8,98.9,8.6,217.6,18.8,8,nublado,nublado
1,26.2,19,18.3,79.4,16.6,181.8,53.7,10.1,313,27,10,parcialmente_nublado,parcialmente_nublado
10,22.1,16.7,13.7,74.6,27.2,167.9,66.2,10,297.3,25.8,10,parcialmente_nublado,nublado
5,23,17,16.2,82.9,22.3,171.5,70.4,6.6,259.5,22.3,9,parcialmente_nublado,parcialmente_nublado
11,20.7,17.6,15.4,79.9,16.6,243.8,92.5,9.6,290.8,25,10,nublado,nublado
12,24.1,19.1,17,78.8,25.5,162,91.2,9.7,165.5,14.4,7,lluvioso,lluvioso
4.876793,17.812566,18.834872,15.451502,84.228687,14.451318,217.347426,66.676583,8.338093,237.463662,20.571941,8.791249,parcialmente_nublado,despejado
2,25.1,19.1,19.3,85.9,27.7,171.5,75,8.7,269.2,23.3,9,lluvioso,lluvioso
6,22.532813,18.088233,16.534637,82.737787,16.561697,176.741697,93.219642,9.497559,208.734741,18.19681,8,nublado,nublado
11,20.1,16.9,15.3,82.5,18.1,170.7,99.2,9,59.6,5.1,2,lluvioso,lluvioso
7,17.1,15.1,12.8,81.8,16.6,217,100,7,223.6,19.2,8,nublado,lluvioso
11,22.1,17.1,15.2,77,27.7,170.8,24,10,341.7,29.5,10,parcialmente_nublado,parcialmente_nublado
5,19.096906,16.012003,14.820439,82.302043,20.623171,183.158932,48.92316,9.416032,247.503375,21.262223,9,parcialmente_nublado,despejado
1.409743,26.583832,22.06987,20.190756,81.733254,25.02118,169.34833,79.747207,9.809043,265.099411,22.776309,9.296836,lluvioso,lluvioso
4.676396,24.036556,17.833762,15.463415,80.048785,19.289025,178.342946,49.206742,9.731869,232.998811,20.956789,8.130865,parcialmente_nublado,despejado
1.714259,29.079509,22.605882,19.501911,79.498702,27.7,170.111793,80.9324,9.956437,183.30003,15.080057,7.361475,lluvioso,lluvioso
8,18,15,14.1,86.1,18.4,172.9,100,8.8,262.5,22.7,9,nublado,nublado
4.398647,23.596977,18.758997,17.4,76.925605,23.367727,176.25844,44.407505,9.685763,224.750309,19.081528,8,parcialmente_nublado,despejado
6,19.1,16.1,14,81.3,20.2,170.7,86.7,9.5,202.2,17.4,8,parcialmente_nublado,nublado
