mes,maxC,minC,rocioC,hum_rel,velo_vien_kph,vien_grad_sex,nubosidad_por,visibility,radiac_solar_watios_m2,energ_solar_MJ_m2,uvindex,clase_hoy,clase_manana
7,20.1,17.4,14.2,76.3,24.1,162.7,96.7,10,214.9,18.6,8,nublado,nublado
9,21.1,15.4,14.6,84.7,18.4,190.7,98.8,9.1,267.7,23.1,9,nublado,parcialmente_nublado
11,20.1,17.1,15,81.2,20.1,180.5,100,10,108,9.1,4,lluvioso,lluvioso
2,27,20,20.4,84.2,31.7,167.9,56.9,8.9,324.3,27.9,10,parcialmente_nublado,lluvioso
5,23.2,20.1,16.9,73.5,20.5,159.1,98.8,10,177.3,15.5,7,nublado,lluvioso
11,19.2,16.1,13,74.9,24.1,165.5,50.3,10,340.3,29.3,10,parcialmente_nublado,parcialmente_nublado
4,23.202194,19.746328,17.680729,81.792035,20.057618,173.348126,48.021413,9.033241,250.37256,21.326711,9,parcialmente_nublado,despejado
4,26.834723,18.950087,17.701812,77.846862,25.487974,175.569104,12.09626,8.664749,274.193368,25.039702,9.228753,parcialmente_nublado,despejado
8,23.1,20.1,16.4,74.6,25.9,164.3,95.8,10,271.9,23.5,9,lluvioso,lluvioso
4,24,20,18,81.6,20.5,182.1,64.6,9.4,246.2,21.1,8,parcialmente_nublado,parcialmente_nublado
4.716354,24.124524,22.462608,17.943072,75.447383,21.440237,167.055029,98.212116,10,177.698751,15.40293,6.6859,nublado,lluvioso
5.773422,19.45505,16.644956,15.338567,86.301007,20.698288,184.863809,98.709229,7.359983,229.213767,19.8,8,nublado,nublado
10,19,15.8,15,88.7,16.6,175.2,99.5,7.9,333.9,28.8,10,nublado,nublado
7,19,14,13.3,84.6,20.5,171.5,87.1,6.5,200.1,17.5,7,parcialmente_nublado,nublado
3,25.871849,20.514093,17.935075,74.965474,18.071683,182.051785,85.333511,9.967833,189.779359,16.510364,8,lluvioso,lluvioso
3,26.1,19.1,18.7,82.6,22.3,185,76.3,9.7,251.4,21.7,8,lluvioso,lluvioso
7,21.1,17.1,14.9,79.3,18.4,201.6,82.1,7.6,207.2,17.9,7,lluvioso,lluvioso
4,25.68175,18.961453,16.618379,76.071526,17.720438,176.740415,16.355574,9.131103,293.159524,24.400227,9.112057,parcialmente_nublado,despejado
9,19,16.9,14.9,85,22.3,161.3,100,10.4,259,22.4,10,nublado,nublado
1,29.1,23.7,20.3,69.8,22.3,171.2,66,10,310.3,26.8,10,parcialmente_nublado,parcialmente_nublado
2,25,19,18,79.7,13,204.6,68.8,9.5,299.1,25.9,10,parcialmente_nublado,parcialmente_nublado
1,28,18,17.7,74.1,20.5,184.8,63.8,9.2,151.8,13.1,4,parcialmente_nublado,parcialmente_nublado
5,20.1,17.1,16,86.6,20.5,173.9,83.8,9,83.2,7.2,4,lluvioso,lluvioso
1,30.1,25.1,21.8,74.2,27.7,168,84.5,10,247.9,21.4,8,lluvioso,lluvioso
10,22,18,16.5,84.3,25.9,163.6,100,10,144.9,12.6,4,nublado,nublado
4.52976,25.944371,17.907788,17.226977,80.328776,24.977343,176.885647,15.506836,9.588463,235.663,21.086871,8.470394,parcialmente_nublado,despejado
11,20,16,14.4,80.4,20.5,184.1,78.9,10,341.7,29.6,10,parcialmente_nublado,parcialmente_nublado
5,21,18.9,16.7,82.4,14.8,221.4,99.5,7.3,247.1,21.2,8,nublado,nublado
4,25.011731,18.892746,16.428222,76.257356,25.049189,166.24786,23.641285,9.699901,262.522185,24.082406,9.015299,parcialmente_nublado,despejado
8,19.1,15.9,14.1,82.7,25.9,166.1,97.1,9.6,70.8,6.3,3,nublado,parcialmente_nublado
4,27,19.9,18.9,78.3,20.5,172.8,5.6,10,292.8,25.4,10,despejado,parcialmente_nublado
2,30.1,22.1,20.4,72.3,25.9,174.7,80.1,9.9,241,20.7,9,lluvioso,parcialmente_nublado
4,23.1,18.1,16.5,81,20.5,177,57.1,10,230.3,19.9,8,lluvioso,lluvioso
9,18.7,15,13.7,84.1,18.4,185.1,100,10.1,313.8,27.2,10,nublado,nublado
11,23.1,18.1,16.8,82,20.5,168.1,83,10,145.2,12.5,7,parcialmente_nublado,nublado
2,28,22,21,82.2,25.9,173.1,73.5,9.3,340.3,29.4,10,parcialmente_nublado,parcialmente_nublado
12,25.1,20.1,18.6,81.5,29.5,163,74.5,10,259.9,22.4,9,lluvioso,lluvioso
7,22.6,20.1,15.7,70.1,24.1,154.7,91.7,9.4,234.4,20.4,9,nublado,lluvioso
1,27.1,22.1,20,78.1,18.4,185.3,57.8,10,340.5,29.4,10,parcialmente_nublado,parcialmente_nublado
1,27.093327,21.747578,18.887451,77.098969,22.163895,178.247546,45.358602,9.905846,346.067994,30.303727,10,parcialmente_nublado,despejado
12,22.1,18.9,17.5,84.9,22.3,172.5,74.5,10.3,273.4,23.6,9,parcialmente_nublado,parcialmente_nublado
9,19.1,15.6,14.6,86.2,18.4,180.2,98.8,8.6,273.4,23.8,9,nublado,nublado
8.096863,21.144623,16.47423,14.2,78.273562,22.069115,175.810407,94.906824,9.878116,220.949086,19.326822,8,nublado,nublado
11,22.1,17.1,16.1,83.6,22.2,172,76.1,9.5,292.4,25.2,10,lluvioso,parcialmente_nublado
11,21.4,18.1,16.3,81.8,27.3,166,99.2,10,283.3,24.3,10,nublado,nublado
3,29.1,21.4,19.4,74.3,16.6,185.7,69.7,10,255,22,10,lluvioso,lluvioso
9,16.2,14.7,11.8,79.4,20.5,181.4,100,9.8,283.6,24.6,9,nublado,nublado
12,25,19,18.5,83.6,29.5,162.7,88.3,9.6,311.4,26.7,10,parcialmente_nublado,nublado
4,22.7,18.1,17.6,85.1,31.7,169.3,61.6,10,168.2,14.5,7,lluvioso,lluvioso
6,18.291553,16.022871,14.918354,87.609076,17.169168,174.72948,100,8.20549,226.112541,19.557404,8,nublado,nublado
4,24.074381,17.353207,16.418262,83.197924,27.754589,179.971722,48.241136,8.502662,279.617653,24.56599,10,parcialmente_nublado,despejado
2,27.1,22.1,20.8,83.3,21.9,173.1,73.6,9.8,228.8,19.7,8,lluvioso,lluvioso
4,24,19.9,18.2,85.2,20.5,183.8,91.1,7.4,280.2,24.2,9,nublado,parcialmente_nublado
4,25.4,19.1,18,82.1,16.6,189.5,80,9.8,190.3,16.5,8,lluvioso,lluvioso
5,21.1,15.9,14.8,79.4,18.4,189.1,59,10,254.8,22,8,parcialmente_nublado,parcialmente_nublado
8,18,15.8,13.4,83,20.5,170.6,100,8.1,266,22.8,9,nublado,nublado
6.836786,17.2,15.1,13.865074,86.083765,18.917972,169.619471,93.373782,7.09597,236.492264,20.4,8,parcialmente_nublado,despejado
1,25.1,21.9,18.4,75.1,22.4,174.5,85.4,10,201.5,17.3,8,parcialmente_nublado,lluvioso
6,18.1,14.9,13.2,83.2,22.3,173.6,92.5,7,233.2,20.1,8,nublado,nublado
4,24.012872,18.090127,17.565115,84.361222,29.470895,173.659079,45.351784,8.549584,278.398508,24.549614,10,parcialmente_nublado,despejado
7,19,14,14.1,86.6,22.3,173.4,40.6,6.7,234.2,20.1,8,parcialmente_nublado,parcialmente_nublado
10,20.1,15.9,14.4,82.8,31.1,163.2,72.3,9.4,305.5,26.6,10,parcialmente_nublado,parcialmente_nublado
11,21,17,15.6,82.1,22.3,176,75.5,9,258.8,22.3,9,parcialmente_nublado,nublado
8,19.1,15.7,14.4,84.8,11.2,244.4,99.6,8.5,251.5,21.8,9,lluvioso,lluvioso
3,27.525471,23.1,20.853833,78.007155,19.228992,183.941511,68.353121,9.903254,301.282164,25.451998,10,lluvioso,lluvioso
6.91988,17.2,15.1,13.44514,86.888138,23.589093,184.817823,94.187996,6.953194,236.34693,20.4,8,parcialmente_nublado,despejado
10,23,17.9,15.4,78.1,18.4,195.8,97.9,10,339.1,29.4,10,nublado,nublado
4.894938,25.495717,19.684814,18.61831,79.953461,20.510844,187.443752,69.265837,7.846289,328.618473,27.628976,10,parcialmente_nublado,despejado
2.407641,26.642714,21.231191,19.035819,74.795713,28.699381,167.268486,72.20583,9.645838,320.923786,28.746548,10,parcialmente_nublado,despejado
10,19.1,14.1,11.8,77.4,29.5,168.9,61.4,9.3,337.7,29.2,10,parcialmente_nublado,nublado
3,29.622387,21.475682,19.253488,75.055681,19.996584,175.275869,86.004249,10,271.92055,23.459241,9,lluvioso,lluvioso
7,20.1,15.7,14.6,83.6,18.4,173.6,92.5,9.7,91.4,8,5,lluvioso,lluvioso
2,27.1,20.7,19.6,78.7,29.5,172.1,50.8,10,313.2,27.1,10,lluvioso,lluvioso
5.606225,24.6503,19.775782,18.007814,79.95832,26.484219,170.399589,56.593369,9.806789,241.821294,20.456444,8.854302,parcialmente_nublado,despejado
9,18.1,14,12.5,80.3,25.9,167.9,72.6,9.8,299.3,25.8,10,parcialmente_nublado,parcialmente_nublado
7,18.1,15.9,14,84.8,16.3,182.3,100,8.9,52,4.4,2,nublado,nublado
3.529096,26.111221,19.340673,19.775832,80.181424,20.906546,187.053764,77.555444,9.362933,181.035111,15.600074,7,lluvioso,lluvioso
4.615401,22.634079,17.448197,16.188289,77.819219,24.086696,189.998752,42.952717,9.678906,252.935728,22.022034,9,parcialmente_nublado,despejado
9,19.6,15.1,13.3,81.8,24.1,171.5,96.3,9.3,306.3,26.4,10,nublado,parcialmente_nublado
12,24,18,16.5,77.8,25.9,166.3,70.7,10,279.7,24.1,9,parcialmente_nublado,nublado
10.905806,23.987192,20.320023,17.984479,73.981023,25.683977,161.804213,87.030076,10,264.211845,22.808139,9.246591,lluvioso,lluvioso
4.582902,25.637561,19.23033,17.100193,77.226599,23.484041,174.483296,69.883658,10,308.483059,26.633529,10,lluvioso,lluvioso
4,25,18.7,17.4,82.9,20.5,179.2,61.3,9.3,274.4,23.7,9,parcialmente_nublado,parcialmente_nublado
9,17.470571,15,13.917511,86.905612,14.981165,204.24357,100,9.783099,312.98843,27.260906,10,nublado,nublado
2,30.1,23.9,22.1,80.8,25.9,170.1,81.3,10,238.8,20.6,8,lluvioso,lluvioso
3,27.5,23,21.3,81.4,20.5,169.6,72.1,10.4,238.1,20.6,10,parcialmente_nublado,parcialmente_nublado
8,18.1,15.9,13.8,83.6,20.5,168.2,100,9,57.6,5,2,nublado,nublado
10,21,16,15,83.2,20.5,188,78.8,9.5,328.4,28.3,10,parcialmente_nublado,nublado
5.872978,21.44339,16.258711,13.486948,78.529065,25.666836,170.592146,45.073638,9.719774,242.297365,21.038112,8.125795,parcialmente_nublado,despejado
10.188349,22.851399,18.569708,16.714462,81.756616,21.207251,174.329264,93.980175,10,335.174159,28.9,10,nublado,nublado
6,23.1,21.1,15.6,68.1,25.9,173,95.8,10,218.1,19.1,8,lluvioso,parcialmente_nublado
8,19,14.8,12.6,80.7,20.5,205.6,69,7.9,265,22.7,9,parcialmente_nublado,nublado
2,26.1,22.1,20,80.5,27.3,167.7,86,10,223,19.2,9,parcialmente_nublado,lluvioso
7,18.1,15.7,12.1,75.4,31.7,167.1,73.1,9,247,21.2,9,parcialmente_nublado,nublado
5,19.1,16.1,14,80.3,18.4,187.5,75,8.5,256.7,22.2,9,parcialmente_nublado,nublado
4.319128,22.805621,16.840615,15.22384,83.251646,20.198868,197.694362,45.881366,9.45291,252.918143,22.018827,9,parcialmente_nublado,despejado
1.545086,24.97594,21.667485,17.837089,79.17541,19.359684,184.288837,53.279585,9.74179,291.057508,26.86816,10,parcialmente_nublado,despejado
9,23,17.7,15.6,78.8,14.8,185.3,96.1,9.2,322.2,27.8,10,nublado,nublado
11,21.2,15.7,15.1,82.4,31.3,169.9,64.5,9.4,239.6,20.6,9,parcialmente_nublado,parcialmente_nublado
4,24,18,17.4,82.3,20.5,175.6,63.8,9.5,163.7,14.2,5,parcialmente_nublado,parcialmente_nublado
6.870962,21.59668,16.323948,16.08515,81.309883,15.350335,180.152996,70.184147,8.746025,278.641918,23.932263,9,parcialmente_nublado,nublado
4,27,18,17.1,79.2,14.8,183.4,30,8.1,285,24.7,10,parcialmente_nublado,parcialmente_nublado
6,19.1,17.1,14.1,76.9,14.9,239.8,99.6,9.8,53.8,4.4,3,nublado,lluvioso
3,25.67556,19.200421,18.594717,81.117242,28.337358,173.553948,83.704924,9.941711,221.117161,18.96303,8,lluvioso,lluvioso
2,27,17.8,20.4,78.1,20.5,195.7,85.4,10,224.1,19.4,8,lluvioso,lluvioso
9,21,16.9,15.5,83.9,29.5,169.4,100,9.4,298.3,25.8,10,nublado,nublado
2,26.9,19,19.1,83.5,11.2,213.3,65.6,7.1,326.6,28.3,10,parcialmente_nublado,parcialmente_nublado
2,30,21.1,20.2,77.1,20.5,170.7,69.2,10,280.3,24.1,9,lluvioso,parcialmente_nublado
1,26,19.8,19.5,78.6,20.5,172.2,59.2,10,342.9,29.5,10,parcialmente_nublado,parcialmente_nublado
4,27.1,21.1,18.3,74.5,24.1,173,58.5,10,258.8,22.3,9,parcialmente_nublado,parcialmente_nublado
10,20.1,16.1,14.2,79.9,20.3,176.6,93.8,10,179.4,15.5,8,nublado,parcialmente_nublado
4.491853,24,19.061421,17.02926,80.322964,27.949004,162.831318,58.9,9.901749,262.302309,20.922734,8.111657,parcialmente_nublado,despejado
10,19,16,14.1,83,22.3,166.8,88.7,10.3,174.4,15,6,parcialmente_nublado,nublado
11,21.1,19.1,16.6,80.7,18.4,202,100,10,283.2,24.4,10,nublado,nublado
4,23.1,18.1,16.5,78.3,20.5,180.9,79.5,10,233.3,20.2,8,parcialmente_nublado,lluvioso
4,25.305422,19.254515,17.420797,78.570428,22.928717,188.140822,49.06685,9.790283,223.786704,19.270426,8.416453,parcialmente_nublado,despejado
8,17.442093,14.079268,13.142906,85.145624,13.016128,235.500556,97.811827,7.247607,283.636967,24.210422,9.383953,nublado,nublado
1,25.1,20.1,18.1,78.1,20.5,181.5,71.1,9.9,325.4,28,10,lluvioso,parcialmente_nublado
6,21.1,19,16.7,80.5,14.8,179.6,99.5,10.3,236.4,20.5,8,nublado,parcialmente_nublado
2.409378,26.085118,19.754306,18.866229,79.555141,18.932466,184.374532,81.283103,8.929373,303.793379,28.806106,10,parcialmente_nublado,despejado
1,26.568394,22.062748,18.851338,75.526518,21.880695,183.484516,37.145508,9.993547,337.28934,29.887763,10,parcialmente_nublado,despejado
2.714392,25.926598,21.152599,18.612665,76.781365,20.54102,174.850162,70.882677,10,346.603111,29.988372,10,parcialmente_nublado,despejado
1,24.1,20.1,19.3,86.2,25.9,166.2,94.1,9.8,118.5,10.2,6,lluvioso,lluvioso
2,26,20,18.8,78.6,18.4,195,65.3,8,281.1,24.2,10,parcialmente_nublado,parcialmente_nublado
1,29.1,24.1,20,69.1,29.5,165.7,58.5,10,307.9,26.5,10,parcialmente_nublado,parcialmente_nublado
4,24.122039,17.592886,17.488287,80.289075,17.821923,192.065772,62.003865,8.023767,294.57005,25.385816,10,parcialmente_nublado,despejado
11,22,18,16.3,81.1,24.1,167.5,99.5,9.8,338.6,29.4,10,nublado,parcialmente_nublado
1,27,20,19.7,79.8,22.3,172.9,66.4,10,272.3,23.5,9,parcialmente_nublado,parcialmente_nublado
6,20.1,16.9,15.7,86.1,20.3,178.8,100,9.3,209.6,18.2,7,nublado,nublado
8,18.614096,15.108955,14.22675,84.043725,23.335844,161.88801,100,8.958782,280.870512,23.855051,9.778154,nublado,nublado
6,21,18,16.5,83.1,9.4,198.9,99.1,9.5,233.3,20.3,8,nublado,parcialmente_nublado
2,27.1,21.1,18.3,73,14.6,203.2,84.8,10,134.6,11.4,6,lluvioso,lluvioso
1,25.1,20.1,19.2,82.4,18.4,175.3,73.7,9,290.5,25,10,parcialmente_nublado,parcialmente_nublado
9,20,16,14.2,81.5,22.3,180.7,75.3,7.2,304.4,26.4,10,parcialmente_nublado,parcialmente_nublado
1,26.6,21.7,19.8,80.7,29.5,163,78.1,9.8,178,15.2,8,lluvioso,lluvioso
1,27,21.7,19.5,78.9,20.5,169.9,79.9,10.3,273.5,23.6,10,parcialmente_nublado,nublado
4.600079,22.635794,19.094641,16.214872,80.388218,25.116766,180.175881,45.864256,9.569437,245.897516,21.865698,9,parcialmente_nublado,despejado
2.854291,28.236375,22.221324,19.99278,76.105602,24.415253,171.771203,79.17129,10,250.749746,21.596762,8,lluvioso,lluvioso
9.830615,17.721058,15.451691,13.54645,83.878252,25.551461,167.135245,99.980653,9.9,318.22251,27.607113,10,nublado,nublado
3,28.1,21.084222,19.984557,79.42308,21.464095,185.909131,67.315539,9.884548,227.000597,19.381371,7.23162,lluvioso,lluvioso
4,24.051509,20,17.338188,77.076106,30.000976,160.716509,56.071329,8.598999,271.421281,23.266367,9.402483,parcialmente_nublado,despejado
6,17.2,15.1,13.4,82.5,14.8,193.5,100,8.6,203.6,17.6,8,lluvioso,nublado
5,23.1,17.9,17.1,85.9,16.6,183.9,84,9,209.8,18.1,8,lluvioso,lluvioso
2,27,21,20,80.9,29.5,171.9,64.6,10.3,335.5,28.9,10,parcialmente_nublado,parcialmente_nublado
9.602978,26.401011,21.075089,19.376799,81.083565,27.902405,168.411856,47.14371,9.583644,311.823525,27.762662,10,parcialmente_nublado,despejado
11,23.7,19.1,17.2,81.2,29.5,164.4,67.4,10,332.8,28.8,10,parcialmente_nublado,parcialmente_nublado
5.698984,22.425627,15.834971,14.75341,81.800258,26.354226,168.903823,27.309809,9.64081,225.804556,19.2251,8,parcialmente_nublado,despejado
9,17.4,14.1,12.7,83.4,22,179.2,99.6,8.2,206,17.7,8,nublado,nublado
7.738308,18.12816,15.09022,14.084809,85.65449,18.4,173.321093,99.110557,9.032358,215.229854,18.658586,8,nublado,nublado
1,25.1,19.1,18.7,82.6,13,239.9,71.5,9.1,213.7,18.4,9,parcialmente_nublado,lluvioso
11,22.2,18.7,16.1,77.6,22.3,183.1,72.5,9.8,268.5,23.4,9,parcialmente_nublado,lluvioso
12,24.7,17.1,16.7,77.7,22.3,166.5,58.1,10,223.3,19.2,9,parcialmente_nublado,parcialmente_nublado
6,19.1,14.1,11.9,75.5,27.7,166.3,65.2,9.4,239,20.6,8,parcialmente_nublado,parcialmente_nublado
11.339564,23.909157,16.44678,16.848955,81.965748,20.801045,182.640786,72.300536,9.465636,286.961252,24.952975,10,lluvioso,lluvioso
5,21.9,18.1,16.6,82.4,14.8,220.2,88.2,8,227,19.7,8,lluvioso,parcialmente_nublado
5,23,16,16.2,81.3,20.5,174.1,48.2,9.3,245.2,21.1,9,parcialmente_nublado,parcialmente_nublado
3,29.1,22.1,20.8,78,20.5,175.5,59.2,10.2,266.8,22.9,9,lluvioso,lluvioso
4.36868,22.370191,19.61423,16.466652,82.038312,21.278503,180.67204,47.054037,9.614406,245.345173,21.094938,9,parcialmente_nublado,despejado
6,19.1,16.7,15.4,88,18,198.4,100,9.1,193.9,16.7,7,lluvioso,nublado
3.641791,27.900844,19.119535,18.426186,80.147404,25.204073,167.321936,31.148767,8.715978,296.653532,26.168424,10,parcialmente_nublado,despejado
3,25.1,19.7,19.1,84.4,24.1,186.3,76,9,262.3,22.6,9,lluvioso,lluvioso
4,27.547728,19.770536,18.861925,80.30318,21.040334,179.010058,37.526805,8.158432,295.512059,24.71067,10,parcialmente_nublado,despejado
2,27,21.8,20.6,84.4,27.7,166.3,84,8.8,313.7,26.9,10,parcialmente_nublado,nublado
2,26.4,19.9,18.3,79.9,14.5,193,84.9,10,250.6,21.7,9,parcialmente_nublado,parcialmente_nublado
5,22.1,17.1,15.4,81.3,13,228.5,66.7,9,225.2,19.5,8,parcialmente_nublado,nublado
8,17,14,13,87.2,24.1,158.3,100,8.9,284,24.5,10,lluvioso,nublado
8,20.1,13.6,13.8,82.4,29.5,166.4,66.5,8.9,149.7,13,7,parcialmente_nublado,lluvioso
6,20.1,17.1,15.9,87.4,16.6,228.1,96.7,7.8,222.1,19.2,8,nublado,nublado
1,26.2,19.9,18.5,80.9,18.4,185.5,45.6,10.1,312.5,27.1,10,parcialmente_nublado,parcialmente_nublado
9,16,14,12.8,85.7,14.8,189.7,100,6.5,293.9,25.5,10,nublado,nublado
3.709523,26.410867,20.655461,18.139379,80.500028,28.778561,166.709401,62.920024,9.834534,230.858629,19.597247,8,parcialmente_nublado,lluvioso
4,24.349658,20.03543,17.883034,85.060795,31.204039,168.673801,47.469003,8.298263,271.696739,23.525099,9.482392,parcialmente_nublado,despejado
1,25.2,21,19.4,81.1,14.8,176.4,92.9,10.4,247,21.4,9,nublado,parcialmente_nublado
12,24.868602,19.100269,17.672033,81.976011,19.913166,186.052235,73.960498,9.951378,210.170011,18.114828,8,lluvioso,lluvioso
11,19.1,15.7,13.2,78.3,18.4,192.5,65,9.8,341,29.3,10,parcialmente_nublado,parcialmente_nublado
11,22.1,15.1,14.7,80.9,18.4,185.2,55.6,9.6,303.1,26.1,10,parcialmente_nublado,parcialmente_nublado
4.509559,24.429426,19.386005,17.946573,81.631751,27.381597,170.054382,58.718325,9.730943,239.982779,20.211678,8.075316,parcialmente_nublado,despejado
12,21.4,19.1,16.7,82.2,25.4,163.7,98.3,9.8,56.8,5,2,lluvioso,lluvioso
2,27.1,21.7,20.6,80.4,16.6,214.2,59.9,9,306.8,26.4,10,lluvioso,lluvioso
9,21.2,15.1,13.7,81.2,25.9,172.8,76.9,9.7,224.6,19.4,8,parcialmente_nublado,nublado
2,30.1,23.7,20.7,74,23.8,171,82.3,10,198.6,17,8,parcialmente_nublado,parcialmente_nublado
8,20,16,14.3,82.8,24.1,160.5,97.3,9.9,249.2,21.6,9,nublado,nublado
5.638249,24.476494,17.159084,18.004722,76.740889,20.74291,175.994424,72.932449,9.427296,233.33962,20.022203,8,parcialmente_nublado,lluvioso
1,28,22,20.1,78.7,29.5,167,79.9,10,331.6,28.7,10,parcialmente_nublado,parcialmente_nublado
9,21.1,16.7,15.3,84.5,22.3,176.8,85.9,7,279.2,24.1,9,parcialmente_nublado,lluvioso
2.160049,25.800075,19.600139,17.7,78.209122,22.735198,175.729295,60.394862,10,306.67566,26.350228,10,parcialmente_nublado,nublado
8.06026,17.00401,14.903876,12.998427,83.788292,20.174079,170.159102,98.012756,8.082889,277.850821,24.355685,9.245243,lluvioso,lluvioso
7.348496,20.484824,17.263851,14.672934,80.402064,29.404154,160.579931,97.739896,9.417402,221.297268,19.051437,8,nublado,nublado
4.678627,25.917758,19.06923,17.076063,84.099462,18.753795,190.891017,66.344071,7.332295,221.718602,19.072399,8,parcialmente_nublado,despejado
3,27.9,22.9,20.4,78.8,23.8,166,89.3,10,219.3,18.9,8,lluvioso,lluvioso
4,24.127613,18.916592,17.633102,81.436669,16.580882,210.482312,47.564876,8.995698,234.152605,20.795334,8.032116,parcialmente_nublado,despejado
4,27.1,21.1,19.3,79.3,22.3,183.7,84.3,10,229.1,19.9,9,lluvioso,lluvioso
8,18.684656,14.426694,12.716547,83.337001,21.36271,171.176446,98.559942,8.681318,288.071715,24.858216,10,nublado,nublado
4.63789,21.007382,15.594918,17.295736,79.574395,19.842695,189.903842,61.957506,8.437019,232.795638,20.057789,8,parcialmente_nublado,despejado
4,25.682979,18.902487,17.415563,79.117982,20.993988,184.512835,46.126801,10,221.145263,18.022915,8,parcialmente_nublado,despejado
9,17.1,14.9,12.3,79.7,20.5,187.8,100,9.2,285.1,24.5,10,lluvioso,nublado
5,21,18,16,82.6,14.8,177.8,97.3,8,252,21.7,9,nublado,nublado
4.775394,23.3473,17.244258,16.251016,80.245298,21.982424,174.224658,58.874077,9.534507,254.990188,21.021518,9,parcialmente_nublado,despejado
5.901774,23.272646,20.355707,16.209681,80.570033,23.812869,194.594223,83.053354,8.23151,262.97161,22.7,9.226036,parcialmente_nublado,lluvioso
5.457817,21.609366,19,16.741946,79.803709,14.8,174.93314,100,8.776096,237.310183,20.640415,8,nublado,nublado
9.519836,18.325925,15.005022,13.57549,83.848258,17.625862,185.989687,96.564941,8.638484,315.077699,27.074939,10,nublado,nublado
10,20,16,14.6,83.6,16.6,196.2,100,10.1,336.3,28.8,10,nublado,nublado
12,22.1,18.1,16.1,81.4,29.4,162.7,78.9,10,109.5,9.4,5,lluvioso,lluvioso
6,21.568196,15.773497,14.877734,79.698079,19.037371,166.794254,42.784853,9.724238,233.383627,20.74939,8,parcialmente_nublado,nublado
10,19.1,14.9,13.2,82.1,21.9,195,87.5,8.6,187.3,16.2,8,lluvioso,nublado
7,18.2,15.9,14.8,86.8,16.6,181,100,7.7,239.7,20.6,8,nublado,nublado
8,19,16,13.7,80.7,18.4,186.5,99,9.3,255.7,22.2,9,nublado,nublado
10,21.7,17.1,15.1,80.2,27.2,171.8,82.4,9.3,299.8,25.9,10,parcialmente_nublado,parcialmente_nublado
11.906553,22.153375,17.662547,14.22509,79.957639,24.974185,165.779019,77.873962,10,341.496555,29.5,10,parcialmente_nublado,nublado
1,26.1,19,18.1,79.4,13,185.3,76.2,10.4,236,20.4,7,parcialmente_nublado,parcialmente_nublado
11,22,16,15.3,79.6,20.5,174.5,58.5,10.1,338,29.3,10,parcialmente_nublado,parcialmente_nublado
4,26,20.7,19,79.5,22.3,177.7,63.6,10,285.6,24.5,10,lluvioso,parcialmente_nublado
4.918824,20.515961,17.615426,14.022905,80.506756,19.185444,185.850653,56.315371,9.32761,238.724174,20.31279,8.837252,parcialmente_nublado,despejado
6,17.2,14.9,13.6,86.1,20.5,174.6,100,7.3,227.1,19.7,8,nublado,nublado
1,25.1,19.7,18,79.4,22,185.1,60.3,9,259.5,22.4,8,lluvioso,lluvioso
3,24.7,20.9,19.5,84.5,16.4,243.4,95,10,173.3,14.9,6,lluvioso,parcialmente_nublado
4,24.016324,19.539366,17.352787,84.672347,27.747616,171.344322,35.063051,8.66925,284.48599,24.33931,10,parcialmente_nublado,despejado
10,18.1,15.1,13.7,85.6,24.1,169,98.3,8.9,97.8,8.5,4,lluvioso,lluvioso
9,19.1,14.9,13.9,85,22.3,178.8,95.6,8.8,255.7,22.2,9,nublado,lluvioso
6,20,18,16,83,18.4,165.4,100,10.3,212.6,18.3,8,nublado,nublado
9,18.7,13.5,12.8,81,13,198.9,80.5,9.2,285.6,24.7,10,parcialmente_nublado,nublado
8,17.1,14.1,12.4,83.7,22.3,173.5,96.7,8.8,271,23.5,9,nublado,nublado
1,25,18.8,17.6,79.2,20.5,175.9,70,10,239.3,20.6,9,parcialmente_nublado,parcialmente_nublado
1,25.1,19.9,18.6,82.1,22,177.4,76.9,9.7,168.9,14.5,7,lluvioso,lluvioso
7,19.570915,16.913144,13.613147,77.590387,19.646014,183.578748,99.983469,8.431408,213.421551,18.619603,8,lluvioso,lluvioso
6,23.1,18.9,15.9,77,16.6,166.7,65.9,10.1,237.9,20.7,8,parcialmente_nublado,parcialmente_nublado
12,22.2,17.1,16.5,84.5,24.1,167,66.6,9.3,293.6,25.4,9,parcialmente_nublado,parcialmente_nublado
8,17.1,14.1,12.9,84.8,18.5,176.5,100,8.1,83.7,7.3,4,nublado,nublado
2,28.1,23.7,22.1,82.4,18.4,178.2,85.8,10,212.9,18.3,9,lluvioso,lluvioso
5.465478,24.099407,19.045452,17.948941,79.519813,27.422442,169.90847,56.534027,9.864826,244.011872,21.036601,8.409163,parcialmente_nublado,despejado
1,26.1,20,18,76.9,16.6,186.5,80.3,10.1,115.1,9.9,3,parcialmente_nublado,parcialmente_nublado
10,21.1,17.1,14.9,79.9,20.5,180.6,76.6,9.6,284.3,24.4,10,lluvioso,lluvioso
5.701903,20.611595,16.499736,15.188728,81.019831,16.582969,180.591577,98.425877,9.027625,221.895932,19.100384,8,nublado,nublado
3,24.1,19.1,18.4,84.9,20.1,184.6,62.9,7.7,313.8,27,10,lluvioso,lluvioso
8,18.974226,15.713589,14.150177,81.150203,20.340691,165.304279,99.009732,9.3,235.450982,20.367838,8.431178,lluvioso,lluvioso
